Unnamed: 0,title,cluster,PC1,PC2
143.0,Green Lantern,1.0,-38.978747667534165,-141.11966545718667
144.0,House Party,1.0,-39.02273359779804,-141.09739995594367
145.0,House Party 2,1.0,-39.064184663979646,-141.09891323881453
146.0,House Party 3,1.0,-39.0628612750824,-141.09584833512164
147.0,How to Be a Cowboy,0.0,-39.449630310061224,-141.0875615420455
148.0,HQ Barbers,0.0,-39.4488635977441,-141.09006007684354
149.0,I Got the Hook Up,1.0,-39.06704219874817,-141.09761745687968
150.0,In Too Deep,1.0,-39.04999006042252,-141.0968716338811
151.0,Initial D,1.0,-39.003530706671356,-141.0992606612616
152.0,Janoskians: Untold and Untrue,1.0,-39.08853601515718,-141.10197835668237
153.0,Kid-E-Cats,0.0,-39.43780116890376,-141.10738888388713
154.0,Kuroko's Basketball,0.0,-39.431515234346755,-141.11095427335877
155.0,Labyrinth,1.0,-39.03088984658889,-141.09685690866385
156.0,Letters to Juliet,1.0,-39.012764528458,-141.12244793931222
157.0,Level 16,1.0,-39.03772443675395,-141.0926627788342
158.0,Love Don't Cost a Thing,1.0,-39.034037164367895,-141.09671609285792
159.0,Love in a Puff,1.0,-39.01989911817475,-141.1209908539047
160.0,Major Dad,0.0,-39.4328867105334,-141.10463815568352
161.0,Mars Attacks!,1.0,-39.01347308920492,-141.09583792100247
162.0,Marshall,1.0,-38.96740335362684,-141.09518190968706
163.0,My Boss's Daughter,1.0,-39.09450298379541,-141.09777835936794
164.0,Mystery Men,1.0,-38.955006937491945,-141.09572516673515
165.0,Oldsters,0.0,-39.446113974202035,-141.09464627614122
166.0,Once Upon a Time in America,1.0,-39.159333830376866,-141.09576248278313
167.0,Open Season 2,1.0,-39.12355840414409,-141.13373494433992
168.0,Osmosis Jones,1.0,-39.057276536244224,-141.0958614266013
169.0,Poseidon,1.0,-39.03621356153816,-141.13860184236796
170.0,Rhyme & Reason,1.0,-39.08460356938084,-141.09813122024923
171.0,Same Kind of Different as Me,1.0,-38.960849414819876,-141.09524457738786
172.0,School of Rock,1.0,-38.99970452823701,-141.0913797082018
173.0,Snervous Tyler Oakley,1.0,-39.103406507919026,-141.10472004477106
174.0,Tears of the Sun,1.0,-38.95563051922392,-141.09597100743264
175.0,The Blue Lagoon,1.0,-39.02091452589761,-141.0974400510541
176.0,The Golden Child,1.0,-39.06211270129002,-141.09744906197608
177.0,The Guns of Navarone,1.0,-38.81909133421825,-141.09513818636992
178.0,The Interview,1.0,-38.989028044183534,-141.10765894864483
179.0,The Nutty Professor,1.0,-39.05783844521191,-141.09709918068924
180.0,The Nutty Professor II: The Klumps,1.0,-39.011968117437696,-141.09442340842378
181.0,Turning Point: 9/11 and the War on Terror,0.0,-39.44811976540139,-141.0860952543166
182.0,Welcome Home Roscoe Jenkins,1.0,-38.97642274515306,-141.13012149083252
183.0,In the Line of Fire,1.0,-39.3795400497781,-111.1697447782577
184.0,Sparking Joy,0.0,-39.90200093445694,-111.16395659757872
185.0,Untold: Crime & Penalties,1.0,-39.555717149827416,-111.15463740587606
186.0,Hometown Cha-Cha-Cha,0.0,-39.87310092679442,-113.15846679414476
187.0,The Ingenuity of the Househusband,0.0,-39.871723967875155,-113.15676995892514
188.0,2 Alone in Paris,1.0,-39.45495054668788,-114.19744550644862
189.0,Bread Barbershop,0.0,-39.85593920892667,-114.15933782704704
190.0,Thimmarusu,1.0,-39.35191986960281,-114.15057480470341
191.0,Wind River,1.0,-39.416022983511,-114.16369470129203
192.0,C Kkompany,1.0,-39.318703639952375,-115.19656467952433
193.0,D.P.,0.0,-39.838428331546076,-115.15496666573443
194.0,Deadly Sins,0.0,-39.83674973497784,-115.16639503964547
195.0,EMI: Liya Hai To Chukana Padega,1.0,-39.313288378854054,-115.19528249541148
196.0,He's All That,1.0,-39.472237851031586,-115.14632570979714
197.0,I Heart Arlo,0.0,-39.84281122905609,-115.15310800907048
198.0,King of Boys: The Return of the King,0.0,-39.84018523432867,-115.15205735127918
199.0,Koi Aap Sa,1.0,-39.28375792994142,-115.20233862842893
200.0,Krishna Cottage,1.0,-39.336882146164946,-115.16446549941253
201.0,Kucch To Hai,1.0,-39.29063435952698,-115.16295625400474
202.0,Kyaa Kool Hai Hum,1.0,-39.17215188409019,-115.16153813630555
203.0,Kyaa Kool Hain Hum 3,1.0,-39.33579608608142,-115.1664940101446
204.0,Kyaa Super Kool Hain Hum,1.0,-39.28466894853751,-115.18073397212329
205.0,Kyo Kii... Main Jhuth Nahin Bolta,1.0,-39.23608398610194,-115.16130257631939
206.0,"LSD: Love, Sex Aur Dhokha",1.0,-39.37684373767422,-115.1898488994625
207.0,Mission Istaanbul: Darr Ke Aagey Jeet Hai,1.0,-39.3498675419456,-115.19606152495453
208.0,Once Upon a Time in Mumbaai,1.0,-39.297875772679085,-115.18853938767947
209.0,Once Upon a Time in Mumbai Dobaara!,1.0,-39.26481728330498,-115.1767101527015
210.0,Ragini MMS,1.0,-39.4530517034572,-115.1867427018839
211.0,Ragini MMS 2,1.0,-39.37635753253573,-115.17421113921517
212.0,Rebellion,0.0,-39.83037114859636,-115.17173286297131
213.0,RIDE ON TIME,0.0,-39.836870300912864,-115.15384118096328
214.0,SAS: Rise of the Black Swan,1.0,-39.34183024758732,-115.14303452018517
215.0,Shootout at Lokhandwala,1.0,-39.35881423640279,-115.20015004361706
216.0,Shor In the City,1.0,-39.402618669142846,-115.18653380598676
217.0,The Dirty Picture,1.0,-39.24849484835458,-115.18294247665841
218.0,Titletown High,0.0,-39.84315880337162,-115.15333310749475
219.0,EDENS ZERO,0.0,-39.82603882810533,-116.1519093119
220.0,Family Reunion,0.0,-39.815836055402265,-116.15278718275363
221.0,"Bob Ross: Happy Accidents, Betrayal & Greed",1.0,-39.4395499823242,-117.1430147355668
222.0,Clickbait,0.0,-39.81022600079543,-117.14719847170868
223.0,John of God: The Crimes of a Spiritual Healer,0.0,-39.81024886421187,-117.14970015140975
224.0,Motel Makeover,0.0,-39.813933500205295,-117.14828236872411
225.0,Open Your Eyes,0.0,-39.808159223499516,-117.1485393149428
226.0,Post Mortem: No One Dies in Skarnes,0.0,-39.809553081392664,-117.14768329846342
227.0,Really Love,1.0,-39.4277985480205,-117.14796788704811
228.0,The November Man,1.0,-39.36851337834708,-117.1716691389982
229.0,The Old Ways,1.0,-39.446373515882485,-117.14730297872123
230.0,The River Runner,1.0,-39.464650091900204,-117.14120801504481
231.0,The Water Man,1.0,-39.437187983092876,-117.14415599464836
232.0,Wheel of Fortune,0.0,-39.798349976368016,-117.1575889388292
233.0,Count Me In,1.0,-39.46358284788408,-118.14177700536904
234.0,Oggy Oggy,0.0,-39.80007586107983,-118.14669721338777
235.0,Untold: Caitlyn Jenner,1.0,-39.517816770313146,-118.14186901928774
236.0,Boomika,1.0,-39.2929433585153,-119.13581616961544
237.0,Boomika (Hindi),1.0,-39.2929433585153,-119.13581616961544
238.0,Boomika (Malayalam),1.0,-39.2929433585153,-119.13581616961544
239.0,Boomika (Telugu),1.0,-39.2929433585153,-119.13581616961544
240.0,The Witcher: Nightmare of the Wolf,1.0,-39.443541834000705,-119.13890810183571
241.0,Manifest,0.0,-39.74140973828944,-121.1389067469446
242.0,Comedy Premium League,0.0,-39.735123380984334,-122.13662587267825
243.0,Everything Will Be Fine,0.0,-39.7357549196367,-122.13555232376892
244.0,Gunshot,1.0,-39.34854430907954,-122.14298921889542
245.0,Korean Cold Noodle Rhapsody,0.0,-39.73855916027912,-122.1383012542706
246.0,Man in Love,1.0,-39.27304843347867,-122.12865009158878
247.0,Sweet Girl,1.0,-39.28993736207014,-122.13153210655516
248.0,The Chair,0.0,-39.73420956180332,-122.13888447410415
249.0,The Loud House Movie,1.0,-39.38119678445696,-122.12947222558833
250.0,A Faraway Land,1.0,-39.311446740307964,-123.13130705862356
251.0,Like Crazy,1.0,-39.34274348034527,-123.16834860393396
252.0,Black Island,1.0,-39.28190408550298,-124.12490155610271
253.0,Bombay,1.0,-39.15715730259172,-124.14121369698336
254.0,Go! Go! Cory Carson,0.0,-39.68826557078921,-124.13456184103308
255.0,Memories of a Murderer: The Nilsen Tapes,1.0,-39.35730898792707,-124.12566639296733
256.0,Nneka The Pretty Serpent,1.0,-39.144355594527,-124.12788450454536
257.0,O Kadhal Kanmani,1.0,-39.16792727582201,-124.14574266480982
258.0,Out of my league,1.0,-39.33274247083692,-124.12910763242714
259.0,Pahuna,1.0,-39.37163110501701,-124.1373401365019
260.0,The Defeated,0.0,-39.70457484475385,-124.13587115331961
261.0,The Secret Diary of an Exchange Student,1.0,-39.31477553414268,-124.12603346761517
262.0,Untold: Deal With the Devil,1.0,-39.392126819308146,-124.12761520388625
263.0,Mother Goose Club,0.0,-39.665404805415626,-126.14903459338998
264.0,Walk of Shame,1.0,-39.288551229174736,-126.14896251623767
265.0,Rascal Does Not Dream of Bunny Girl Senpai,0.0,-39.65480442593783,-127.13731402792175
266.0,The Creative Indians,0.0,-39.65430244854648,-127.13364978579773
267.0,The Piano,1.0,-39.16872100089854,-127.1336990004565
268.0,Unroyal,1.0,-39.26747267697723,-127.12370617805743
269.0,Winx Club,0.0,-39.64725158906372,-127.15032458603253
270.0,Beckett,1.0,-39.18730660437634,-129.11537227865028
271.0,Brand New Cherry Flavor,0.0,-39.624142786262055,-129.12396561160355
272.0,Fast & Furious Spy Racers,0.0,-39.60957819486251,-129.12306678227415
273.0,Gone for Good,0.0,-39.62888827843386,-129.12100735079642
274.0,Grace and Frankie,0.0,-39.6024311461304,-129.1247433602392
275.0,The Kingdom,0.0,-39.62948187824516,-129.1214210835275
276.0,Valeria,0.0,-39.62010524645571,-129.12037826154756
277.0,AlRawabi School for Girls,0.0,-39.611539834207115,-130.12189825837416
278.0,Lokillo: Nothing's the Same,1.0,-39.35242939860114,-130.1159860579866
279.0,Monster Hunter: Legends of the Guild,1.0,-39.377249333042634,-130.11556611495027
280.0,Bake Squad,0.0,-39.59844407469956,-131.11919196147454
281.0,Brother Jekwu,1.0,-39.188841235742785,-131.1290517476631
282.0,La diosa del asfalto,1.0,-39.084334046238126,-131.11293731187016
283.0,Misha and the Wolves,1.0,-39.23252581334158,-131.11082510492545
284.0,The Kissing Booth 3,1.0,-39.13826082081246,-131.11230806362352
285.0,The Railway Man,1.0,-39.15312798796366,-131.14076268876738
286.0,Gabby's Dollhouse,0.0,-39.578743467308264,-132.11684753050707
287.0,I Need Romance,0.0,-39.5847219100249,-132.11594038984578
288.0,Las muñecas de la mafia,0.0,-39.57812323341576,-132.12908081852092
289.0,The Crowned Clown,0.0,-39.581280499723114,-132.12208537704709
290.0,Untold: Malice at the Palace,1.0,-39.29872029541905,-132.1105657021197
291.0,SHAMAN KING,0.0,-39.56801549731155,-133.11385937121145
292.0,Quartet,1.0,-39.144737602106574,-134.13843886672285
293.0,Slay,1.0,-39.203290734273395,-134.10412635315035
294.0,Takizawa Kabuki ZERO 2020 The Movie,1.0,-38.98461797885878,-135.10223068923287
295.0,The Paper Tigers,1.0,-39.0880349413552,-135.10212540441805
296.0,Hit & Run,0.0,-39.5201899479534,-136.10457739230037
297.0,Navarasa,0.0,-39.517877789809035,-136.10773090930792
298.0,Quam's Money,1.0,-39.05749877046712,-136.10057399353425
299.0,The Swarm,1.0,-39.11597756431113,-136.09846829692432
300.0,Vivo,1.0,-39.11627770744461,-136.0968458501267
301.0,Chennai Express,1.0,-38.957461772913746,-137.12805512398296
302.0,City of God: 10 Years Later,1.0,-39.22066688013176,-137.1263310756225
303.0,Esperando la carroza,1.0,-39.122045314571324,-137.1110857671601
304.0,Lady Boss: The Jackie Collins Story,1.0,-39.11725933504106,-137.09918690791022
305.0,Tango Feroz,1.0,-39.003767663170024,-137.11179419161317
306.0,'76,1.0,-39.01470385597318,-138.11285824535003
307.0,Aftermath,1.0,-39.02934795358447,-138.09495237710436
308.0,American Masters: Inventing David Geffen,1.0,-39.02115435953683,-138.12981222936014
309.0,Car Masters: Rust to Riches,0.0,-39.48599764741695,-138.10148704629148
310.0,Cocaine Cowboys: The Kings of Miami,0.0,-39.49112794307016,-138.10445152783737
311.0,Control Z,0.0,-39.483646099935314,-138.10032070442304
312.0,Cooking With Paris,0.0,-39.48931132183204,-138.10321069804294
313.0,Autumn's Concerto,0.0,-39.46403564406347,-139.14440977928166
314.0,Heavy,1.0,-39.05457803181196,-139.10930221188582
315.0,Ije: The Journey,1.0,-39.03824097362136,-139.13364431440456
316.0,Office Girls,0.0,-39.466765925863605,-139.13957194380885
317.0,Pray Away,1.0,-39.062445903679325,-139.09281269522774
318.0,Shiny_Flakes: The Teenage Drug Lord,1.0,-39.086005661561664,-139.09139058819846
319.0,The Prince Who Turns into a Frog,0.0,-39.471494330827944,-139.11944041632296
320.0,Top Secret UFO Projects: Declassified,0.0,-39.47820563736806,-139.09801476963284
321.0,Two Fathers,0.0,-39.468528213791544,-139.13206887498816
322.0,You're My Destiny,0.0,-39.46219725933674,-139.1506174531764
323.0,30 Rock,0.0,-39.41438530164753,-141.1304382416619
324.0,44 Cats,0.0,-39.43520062691273,-141.10016782073606
325.0,Beethoven,1.0,-39.08917042357051,-141.10673477469408
326.0,Beethoven's 2nd,1.0,-39.085203543429834,-141.1066709267222
327.0,Beowulf,1.0,-38.97327953185008,-141.14331725133056
328.0,Boyka: Undisputed,1.0,-39.07868722982101,-141.10825525790852
329.0,Catch Me If You Can,1.0,-38.86887224349068,-141.10229351600722
330.0,Cloudy with a Chance of Meatballs,1.0,-39.06603879421827,-141.1359920594685
331.0,Darwin’s Game,0.0,-39.44577258465364,-141.10006359698397
332.0,Deep Blue Sea,1.0,-39.01918186120534,-141.1032302470739
333.0,Ferris Bueller's Day Off,1.0,-39.02733605475187,-141.1061472285645
334.0,Five Feet Apart,1.0,-38.97684608363417,-141.09646861238508
335.0,Freedomland,1.0,-38.977420840759265,-141.14488838105572
336.0,Friday Night Lights,0.0,-39.42108650684208,-141.13703332163158
337.0,Good Luck Chuck,1.0,-39.03033983437588,-141.14167472164706
338.0,Hunter X Hunter (2011),0.0,-39.42059034495745,-141.12189501778266
339.0,I missed you: Director's Cut,1.0,-39.061906221355855,-141.08851685848907
340.0,Inception,1.0,-38.84127439276952,-141.13132678918515
341.0,Magnolia,1.0,-38.68425959945773,-141.09826762435665
342.0,Major Payne,1.0,-39.050557571893634,-141.10478160143575
343.0,My Girl,1.0,-39.03009728574204,-141.10497489784646
344.0,My Girl 2,1.0,-39.0409161566288,-141.10533382196286
345.0,Open Season: Scared Silly,1.0,-39.09279205929932,-141.11423807649476
346.0,Pineapple Express,1.0,-38.98250874907317,-141.13750665988093
347.0,Planet 51,1.0,-39.06263266290668,-141.13541899490627
348.0,Poms,1.0,-39.07399319526092,-141.0989507419348
349.0,Seabiscuit,1.0,-38.87705207281308,-141.10363155722735
350.0,Space Cowboys,1.0,-38.91823257018276,-141.10394390852082
351.0,Team America: World Police,1.0,-39.04863511067988,-141.10600156024307
352.0,The Edge of Seventeen,1.0,-39.015933304108465,-141.10816203204212
353.0,The Haunting in Connecticut 2: Ghosts of Georgia,1.0,-39.03133897756099,-141.11903928164608
354.0,The Last Boy Scout,1.0,-39.018207205733596,-141.10418978599117
355.0,The Lincoln Lawyer,1.0,-38.96199215987577,-141.12581146914462
356.0,The Losers,1.0,-39.0438479096322,-141.12970206618812
357.0,The Machinist,1.0,-39.03139216757438,-141.10557628669028
358.0,The Net,1.0,-38.98035804938713,-141.10302017620143
359.0,The Original Kings of Comedy,1.0,-38.995288084422526,-141.10197542381468
360.0,Valentine's Day,1.0,-38.93143160191749,-141.12878298717908
361.0,Charmed,0.0,-39.89384603523794,-111.17296520430716
362.0,The Lost Café,1.0,-39.592553163117664,-111.17590936180859
363.0,The Vault,1.0,-39.4260073297983,-111.16275983752182
364.0,Centaurworld,0.0,-39.887112326693156,-112.16716120926023
365.0,Eyes of a Thief,1.0,-39.46172429617566,-112.18906103830726
366.0,Glow Up,0.0,-39.87686123979805,-112.170494402989
367.0,I'm Glad I Did,1.0,-39.4281821191872,-112.16203656446487
368.0,Khawatir,0.0,-39.87801655625045,-112.21183044544824
369.0,Myth & Mogul: John DeLorean,0.0,-39.88489853021551,-112.16793958764174
370.0,Outer Banks,0.0,-39.87871352945578,-112.16800164967225
371.0,Pomegranates and Myrrh,1.0,-39.49422438925054,-112.20584634651009
372.0,Rurouni Kenshin: The Beginning,1.0,-39.331557640572484,-112.15629839570019
373.0,The Last Mercenary,1.0,-39.43663607747305,-112.15949476115665
374.0,Flower Girl,1.0,-39.48444214043045,-113.18809453449963
375.0,Resort to Love,1.0,-39.46169230427409,-113.1575021984628
376.0,Transformers: War for Cybertron: Kingdom,0.0,-39.87206937357987,-113.16490676038205
377.0,Bartkowiak,1.0,-39.47992448620117,-114.15726011666055
378.0,Fantastic Fungi,1.0,-39.527959119807534,-114.16724677684266
379.0,Tattoo Redo,0.0,-39.85407935612819,-114.16235716953923
380.0,The Flash,0.0,-39.82977575800888,-114.16389986682056
381.0,The Snitch Cartel: Origins,0.0,-39.85521316014937,-114.16225247560942
382.0,All American,0.0,-39.830372103171335,-115.16333626737409
383.0,Department,1.0,-39.253660914352906,-115.1861300670561
